0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00001,1.00003,1.00009,1.00029,1.00086,1.00228,1.00553,1.01228,1.02513,1.04753,1.08341,1.13631,1.20816,1.29812,1.40196,1.51227,1.61956,1.71391,1.78654,1.83093,1.84324
