0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.72967e+22,-1.74265e+23,3.06906e+23,-4.8339e+23,6.99862e+23,-9.37849e+23,1.1653e+24,-1.34236e+24,1.4307e+24,-1.40342e+24,1.25153e+24,-9.84969e+23,6.28549e+23,-2.15861e+23,-2.15861e+23,6.28549e+23,-9.84969e+23,1.25153e+24,-1.40342e+24,1.4307e+24,-1.34236e+24,1.16533e+24,-9.37967e+23,7.00279e+23,-4.84718e+23,3.10717e+23,-1.84168e+23,1.00732e+23,-5.07161e+22,2.34349e+22,-9.90314e+21,3.81088e+21,-1.32863e+21,4.17087e+20,-1.17011e+20,2.90647e+19,-6.31548e+18,1.15953e+18
